sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition 
06007213,"Uria, Lord of Searing Flames","Effect Monster,Pyro",Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 face-up Traps you control to the GY. This card gains 1000 ATK for each Continuous Trap in your GY. Once per turn: You can target 1 Set Spell/Trap your opponent controls; destroy that target. Neither player can activate Spell/Trap Cards in response to this effect's activation.                    ,0,0,10,FIRE,
33725002,V Salamander,"Effect Monster,Spellcaster","When this card is Normal Summoned: You can target 1 ""Utopia"" monster in your Graveyard; Special Summon that target. You can target 1 ""Number C39: Utopia Ray V"" you control; equip this monster you control to that target. Once per turn, while this card is equipped to a monster: You can detach 1 Xyz Material from the equipped monster; negate the equipped monster's effects (even after this card leaves the field or the monster becomes unaffected by card effects), and if you do, destroy all monsters your opponent controls, and if you do that, inflict 1000 damage to your opponent for each monster destroyed by this effect.                    ",1500,1300,4,FIRE,
61272280,"Vahram, the Magistus Divinity Dragon","Effect Monster,Dragon","While this card is an Equip Card, the equipped monster cannot be destroyed by your opponent's Spell/Trap effects. You can only use each of the following effects of ""Vahram, the Magistus Divinity Dragon"" once per turn. If this Synchro Summoned card is destroyed: You can destroy all face-up cards your opponent controls. At the start of the Damage Step, if the monster this card is equipped to battles an opponent's monster: You can destroy that opponent's monster.                    ",2500,2900,8,FIRE,1 Tuner + 1+ non-Tuner monsters
91749600,"Vala, Seidhr of the Generaider Bosses","Effect Monster,Fairy","You can only control 1 ""Vala, Seidhr of the Generaider Bosses"". You can only use each of the following effects of ""Vala, Seidhr of the Generaider Bosses"" once per turn. If this card is in your hand or GY: You can send 1 other ""Generaider"" card from your hand to the GY; Special Summon this card, but banish it when it leaves the field. If this card is Special Summoned: You can Special Summon 1 ""Generaider"" monster from your hand or GY, except ""Vala, Seidhr of the Generaider Bosses"".                    ",2500,2500,9,FIRE,
99348756,Valkyrian Knight,"Effect Monster,Warrior","Your opponent cannot target face-up Warrior-Type monsters for attacks, except ""Valkyrian Knight"". When this card is destroyed by battle and sent to the Graveyard: You can banish 1 Warrior-Type monster and this card from your Graveyard to target 1 Level 5 or higher Warrior-Type monster in your Graveyard; Special Summon that target.                    ",1900,1200,4,FIRE,
09091064,Vanquish Soul Jiaolong,"Effect Monster,Wyrm","If you reveal a card(s) in your hand to activate a ""Vanquish Soul"" card or effect (except during the Damage Step): You can Special Summon this card from your hand. (Quick Effect): You can activate 1 of these effects, by revealing monster(s) in your hand with the listed Attribute(s);<br><li>FIRE: Change the battle position of 1 monster on the field.<br><li>2 FIRE: Add 1 ""Vanquish Soul"" card from your Deck to your hand, except ""Vanquish Soul Jiaolong"".<br>You can only use each effect of ""Vanquish Soul Jiaolong"" once per turn, and cannot activate more than 1 in the same Chain.                    ",2400,2100,5,FIRE,
55688914,Vanquish Soul Pluton HG,"Effect Monster,Zombie","During your opponent's turn, if you control no monsters, or only ""Vanquish Soul"" monsters, in your Main Monster Zone (Quick Effect): You can Special Summon this card from your hand. (Quick Effect): You can activate 1 of these effects, by revealing monster(s) in your hand with the listed Attribute(s);<br><li>FIRE: This card gains 3000 DEF until the end of this turn.<br><li>DARK & EARTH: This card gains 3000 ATK until the end of this turn.<br>You can only use each effect of ""Vanquish Soul Pluton HG"" once per turn, and cannot activate more than 1 in the same Chain.                    ",0,0,6,FIRE,
29302858,Vanquish Soul Razen,"Effect Monster,Warrior","If this card is Normal or Special Summoned: You can add 1 non-Warrior ""Vanquish Soul"" monster from your Deck to your hand. (Quick Effect): You can activate 1 of these effects, by revealing monster(s) in your hand with the listed Attribute(s);<br><li>FIRE: This card cannot be destroyed by card effects this turn.<br><li>FIRE & DARK: Destroy all other monsters in this card's column.<br>You can only use each effect of ""Vanquish Soul Razen"" once per turn, and cannot activate more than 1 in the same Chain.                    ",1800,1500,4,FIRE,
66698383,Vermillion Dragon Mech,"Effect Monster,Machine","Once per turn: You can banish 1 Tuner from your hand, field, or Graveyard, then target 1 card on the field; destroy it. If this Synchro Summoned card is destroyed by card effect and sent to the Graveyard: You can target 1 of your banished Tuners; add it to your hand.                    ",2700,1800,9,FIRE,1 Tuner + 1 or more non-Tuner monsters
35752363,Vermillion Sparrow,"Fusion Monster,Pyro","""Rhaimundos of the Red Sword"" + ""Fireyarou""                    ",1900,1500,5,FIRE,
38026562,Vola-Chemicritter Methydraco,"Effect Monster,Beast-Warrior","When this card is Xyz Summoned: You can target 1 Gemini monster in your Graveyard; Special Summon it. While this card has Xyz Material, monsters your opponent controls cannot target Gemini monsters you control for attacks, also your opponent cannot target Gemini monsters you control with card effects. When a Gemini monster is Normal Summoned: You can detach 1 Xyz Material from this card; make your opponent send 1 card from their hand or field to the Graveyard (their choice).                    ",3000,3000,8,FIRE,2 Level 8 Gemini monsters
81020140,Volcanic Blaster,"Effect Monster,Pyro","When this card is destroyed and sent to the Graveyard by battle, you can place 1 ""Volcanic"" monster in your Deck on top of your Deck.                    ",1200,600,3,FIRE,
66436257,Volcanic Counter,"Effect Monster,Pyro","When you take Battle Damage while this card is in your Graveyard, remove it from play. Then, if there is a FIRE monster other than ""Volcanic Counter"" in your Graveyard, inflict damage to your opponent equal to the amount of Battle Damage you took.                    ",300,1300,3,FIRE,
32543380,Volcanic Doomfire,"Effect Monster,Pyro","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""Tri-Blaze Accelerator"" you control to the GY. During your opponent's Battle Phase, all Attack Position monsters your opponent controls that can attack must attack this card. If this card destroys a monster by battle and sends it to the GY: Destroy as many monsters your opponent controls as possible, and if you do, inflict 500 damage to your opponent for each monster destroyed by this effect.                    ",3000,1800,8,FIRE,
46412900,Volcanic Emperor,"Effect Monster,Pyro","Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or GY) by banishing 3 Pyro monsters or 1 ""Blaze Accelerator"" card from your face-up field and/or GY. You can only Special Summon ""Volcanic Emperor"" once per turn. When Summoned this way: You can inflict 500 damage to your opponent for each banished Pyro monster, then you can Set 1 ""Volcanic"" Trap directly from your Deck. Each time your opponent Special Summons a monster(s), inflict 500 damage to your opponent.                    ",3100,2400,8,FIRE,
54514594,Volcanic Hammerer,"Effect Monster,Pyro","Once per turn, you can inflict damage to your opponent equal to the number of ""Volcanic"" monsters in your Graveyard x 200. If you activate this effect, this card cannot attack during this turn.                    ",2400,1500,5,FIRE,
63014935,Volcanic Queen,"Effect Monster,Pyro","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) to your opponent's field by Tributing 1 monster they control. You cannot Normal Summon/Set the turn you Special Summon this card. Once per turn: You can send 1 other card you control to the GY; inflict 1000 damage to your opponent. Once per turn, during your End Phase: Tribute 1 other monster or take 1000 damage.                    ",2500,1200,6,FIRE,
33112041,Volcanic Rat,"Normal Monster,Pyro",This mutated mouse dwells in the core of active volcanoes. No amount of heat is too much for it to bear.                    ,500,500,1,FIRE,
59805313,Volcanic Rimfire,"Effect Monster,Pyro","If this card is sent to the GY: You can activate 1 of these effects (but you can only use each effect of ""Volcanic Rimfire"" once per turn);<br><li>Banish this card from your GY, and if you do, send 1 ""Volcanic"" monster from your Deck to the GY, except ""Volcanic Rimfire"".<br><li>Banish 1 ""Blaze Accelerator"" card from your face-up field or GY, and if you do, place 1 ""Blaze Accelerator"" Continuous Spell/Trap from your hand or Deck face-up on your field.                    ",300,0,1,FIRE,
76459806,Volcanic Rocket,"Effect Monster,Pyro","When this card is Summoned: You can add 1 ""Blaze Accelerator"" card from your Deck or GY to your hand.                    ",1900,1400,4,FIRE,
69750546,Volcanic Scattershot,"Effect Monster,Pyro","If this card is sent to the GY: Inflict 500 damage to your opponent. If this card is sent to the GY by the effect of a ""Blaze Accelerator"" card: You can send 2 ""Volcanic Scattershots"" from your hand and/or Deck to the GY; destroy all monsters your opponent controls.                    ",500,0,2,FIRE,
33365932,Volcanic Shell,"Effect Monster,Pyro","Once per turn: You can pay 500 LP; add 1 ""Volcanic Shell"" from your Deck to your hand. This card must be in the GY to activate and to resolve this effect.                    ",100,0,1,FIRE,
