sifra,ime,tip,efekt 
36920182,Realm Resonance,normal spell,"Activate 1 of these effects;<br><li>Special Summon 1 monster with 1500 ATK/2100 DEF from your GY.<br><li>Shuffle into the Deck, 1 of your ""Visas Starfrost"" and 4 of your monsters with 1500 ATK/2100 DEF, that are banished, in your GY, and/or face-up on your field, and if you do, Special Summon 1 ""Visas"" Synchro Monster from your Extra Deck. (This is treated as a Synchro Summon.)<br>You can only activate 1 ""Realm Resonance"" per turn."
58577036,Reasoning,normal spell,"Your opponent declares a monster Level. Reveal cards from the top of your Deck until you reveal a monster that can be Normal Summoned. If that monster is the same Level as the one declared by your opponent, send all revealed cards to the Graveyard. If not, Special Summon the revealed monster, also send the remaining cards to the Graveyard."
85775486,Reboot,normal spell,"Shuffle 1 ""Meklord"" monster from your hand into the Deck to select 1 ""Meklord"" card in your Graveyard, and add it to your hand."
73271204,Recardination,normal spell,"Target 1 ""Flower Cardian"" monster in your Graveyard; add it to your hand, then you can Special Summon 1 ""Flower Cardian"" monster from your hand, ignoring its Summoning conditions. If this card is sent to the Graveyard by a ""Flower Cardian"" monster's effect: You can excavate the top 5 cards of your Deck, and if you do, you can add 1 excavated Spell/Trap Card to your hand. Place the remaining cards on top of your Deck in any order."
81191584,Recurring Nightmare,normal spell,Select 2 DARK monsters with 0 DEF in your Graveyard and return them to your hand.
99995595,Recycling Batteries,normal spell,Add 2 Thunder-Type monsters with 1500 or less ATK from your Graveyard to your hand.
00844056,Red Arrows,normal spell,"Target up to 2 face-up monsters in the Extra Monster Zone(s); banish them until the End Phase. You can only activate 1 ""Red Arrows"" per turn."
87614611,Red Dragon Vase,normal spell,"Activate only if you control a face-up ""Red Dragon Archfiend"". Draw 2 cards. You cannot Normal or Special Summon another monster until the end of your opponent's turn if you activate this card."
38199696,Red Medicine,normal spell,Increase your Life Points by 500 points.
06172122,Red-Eyes Fusion,normal spell,"Fusion Summon 1 Fusion Monster that lists a ""Red-Eyes"" monster as Material from your Extra Deck, using monsters from your hand, Deck, or your side of the field as Fusion Materials, and if you do, its name becomes ""Red-Eyes B. Dragon"". You cannot Normal or Special Summon other monsters the turn you activate this card. You can only activate 1 ""Red-Eyes Fusion"" per turn."
92353449,Red-Eyes Insight,normal spell,"Send 1 ""Red-Eyes"" monster from your hand or Deck to the GY; add 1 ""Red-Eyes"" Spell/Trap Card from your Deck to your hand, except ""Red-Eyes Insight"". You can only activate 1 ""Red-Eyes Insight"" per turn."
31786838,Regenesis,normal spell,"Take 1 ""Regenesis"" monster from your Deck, and either add it to your hand or send it to the GY, or if you control a ""Regenesis"" monster, you can add 1 monster with 2500 ATK and DEF from your Deck to your hand instead. If this card is in your GY, except the turn it was sent there: You can banish it, then target 1 ""Regenesis"" monster in your GY; Special Summon it. You can only use each effect of ""Regenesis"" once per turn."
32807846,Reinforcement of the Army,normal spell,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.
74845897,Rekindling,normal spell,"Special Summon from your GY as many FIRE monsters as possible with 200 DEF, but banish them during the End Phase of this turn."
75417459,Release Restraint,normal spell,"Tribute 1 ""Gearfried the Iron Knight""; Special Summon 1 ""Gearfried the Swordmaster"" from your hand or Deck."
98847704,Release Restraint Wave,normal spell,Select one face-up Equip Spell Card you control. Destroy the selected card and every face-down Spell and Trap your opponent controls.
51482758,Remove Trap,normal spell,Destroys 1 face-up Trap Card on the field.
90576781,Reptilianne Poison,normal spell,"Activate only if you control a face-up ""Reptilianne"" monster. Change 1 Defense Position monster your opponent controls to face-up Attack Position and reduce its ATK to 0."
81615450,Reptilianne Ramifications,normal spell,"Send 1 card from your hand to the GY and activate 2 of these effects, in sequence;<br><li>Add 1 ""Reptilianne"" monster from your Deck to your hand.<br><li>Add 1 ""Reptilianne"" Spell/Trap from your Deck to your hand, except ""Reptilianne Ramifications"".<br><li>Change the ATK of 1 monster your opponent controls to 0.<br>You can only activate 1 ""Reptilianne Ramifications"" per turn."
21179143,Reptilianne Spawn,normal spell,"Remove from play 1 ""Reptilianne"" monster from your Graveyard. Special Summon 2 ""Reptilianne Tokens"" (Reptile-Type/EARTH/Level 1/ATK 0/DEF 0) to your side of the field."
26864586,Resonance Device,normal spell,"Target 2 face-up monsters you control with the same Type and Attribute; change one of their Levels to the current Level of the other, until the End Phase."
23008320,Resonator Call,normal spell,"Add 1 ""Resonator"" monster from your Deck to your hand."
15576074,Resonator Engine,normal spell,"Target 2 ""Resonator"" monsters in your GY; add 1 Level 4 monster from your Deck to your hand, and if you do, return those targets to the Deck."
99518961,Restructer Revolution,normal spell,Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.
19827717,Return of the Doomed,normal spell,Discard 1 Monster Card from your hand to the Graveyard. Return 1 of your monsters that is destroyed as a result of battle and sent to your Graveyard during this turn to your hand at the end of this turn.
06853254,Return of the Dragon Lords,normal spell,"Target 1 Level 7 or 8 Dragon monster in your GY; Special Summon it. If a Dragon monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead."
42104806,Revelation of Hope,normal spell,"Send 1 face-up Level 8 Dragon monster you control to the GY; Special Summon 1 Rank 8 Dragon Xyz Monster from your Extra Deck (this is treated as an Xyz Summon). You can only activate 1 ""Revelation of Hope"" per turn."
05990062,Reversal Quiz,normal spell,"Send all cards in your hand and on your side of the field to the Graveyard. Call the type of card (Spell, Trap, or Monster) on top of your Deck. If you call it right, exchange your current Life Points with your opponent's current ones."
89226534,Revival Swarm,normal spell,"Target 1 ""Battlewasp"" monster in your GY; Special Summon it. You can banish this card from your GY, then target 1 Insect monster you control; it cannot be destroyed by battle or card effects, until the end of the next turn. You can only use this effect of ""Revival Swarm"" once per turn."
49469105,Revoke Fusion,normal spell,"Discard 1 ""Polymerization"" to the Graveyard. Send 1 Fusion Monster from your Fusion Deck to your Graveyard and Special Summon 1 monster from your hand that is listed as a Fusion Material Monster on that card. The Special Summoned monster is sent to the Graveyard during the End Phase of this turn."
65687442,Ride of the Valkyries,normal spell,"Special Summon any number of ""Valkyrie"" monsters with different names from your hand. If you Special Summoned 3 or more monsters with this effect, you take no battle damage until the end of the next turn. During the End Phase of the turn you activated this card, shuffle all monsters you control into the Deck. You can banish this card from your GY; add 1 ""Mischief of the Time Goddess"" from your Deck to your hand. You can only use this effect of ""Ride of the Valkyries"" once per turn."
69164989,Rikka Glamour,normal spell,"When you activate this card, you can also Tribute 1 Plant monster; add 1 ""Rikka"" monster from your Deck to your hand, then, if you Tributed a monster when you activated this card, add 1 Plant monster, with the same original Level as that ""Rikka"" monster but a different name, from your Deck to your hand. You can only activate 1 ""Rikka Glamour"" per turn."
34016756,Riryoku,normal spell,"Target 2 face-up monsters on the field; halve the ATK of 1 monster, and if you do, add that lost ATK to the other monster. These effects last until the end of this turn."
96661780,Riryoku Gaurdian,normal spell,"If your LP are lower than your opponent's: Target 1 monster you control with a ""Gate Guardian"" in its original name; halve your opponent's LP, then that monster gains ATK equal to your opponent's LP. You can banish this card from your GY; add 1 of your ""Sanga of the Thunder"", ""Kazejin"", or ""Suijin"" that is banished or in your Deck to your hand. You can only use each effect of ""Riryoku Guardian"" once per turn."
03285551,Rite of Aramesir,normal spell,"If you control no ""Adventurer Token"": Special Summon 1 ""Adventurer Token"" (Fairy/EARTH/Level 4/ATK 2000/DEF 2000), then if you do not control ""Fateful Adventure"", you can place 1 ""Fateful Adventure"" from your Deck face-up in your Spell & Trap Zone. You cannot activate the effects of monsters on the field the turn you activate this card, except Special Summoned monsters'. You can only activate 1 ""Rite of Aramesir"" per turn."
65450690,Ritual Foregone,normal spell,"Pay 1000 Life Points. Special Summon 1 Ritual Monster from your hand. The Ritual Monster Special Summoned by this effect cannot attack, and is destroyed during the End Phase. Only 1 ""Ritual Foregone"" can be activated per turn."
17725109,Roar of the Blue-Eyed Dragons,normal spell,"Special Summon in Defense Position, 1 ""Blue-Eyes"" monster from your Deck, GY, or banishment (but if you control no ""Blue-Eyes White Dragon"", you can only Special Summon ""Blue-Eyes White Dragon"" with this effect), also you cannot Special Summon from the Extra Deck for the rest of this turn, except Dragon monsters. You can banish this card from your GY; Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field, including a ""Blue-Eyes"" monster. You can only use 1 ""Roar of the Blue-Eyed Dragons"" effect per turn, and only once that turn."
80196387,Rose Bell of Revelation,normal spell,"Add 1 Plant monster with 2400 or more ATK from your Deck to your hand. You can banish this card from your GY; Special Summon 1 Plant monster with 2400 or more ATK from your hand. You can only use 1 ""Rose Bell of Revelation"" effect per turn, and only once that turn."
