sifra,ime,tip,efekt 
50433147,The Nordic Lights,field spell,"Nordic monsters on the field cannot be destroyed by battle. When this card on the field is destroyed, destroy all face-up ""Nordic"" monsters."
56433456,The Sanctuary in the Sky,field spell,Battle Damage to the controller of a Fairy-Type monster from a battle involving that Fairy-Type monster becomes 0. (deck contains 2)
48179391,The Seal of Orichalcos,field spell,"All monsters you control gain 500 ATK. Once per turn, this card cannot be destroyed by card effects. While you control 2 or more face-up Attack Position monsters, your opponent cannot target your monster(s) with the lowest ATK for an attack. If this card is activated: Destroy all Special Summoned monsters you control. You cannot Special Summon monsters from the Extra Deck. You can only activate ""The Seal of Orichalcos"" once per Duel."
18720257,The Weather Forecast,field spell,"When this card is activated: You can place 1 ""The Weather"" Spell/Trap from your Deck face-up in your Spell & Trap Zone. You can only use each of the following effects of ""The Weather Forecast"" once per turn. If you Link Summon a ""The Weather"" Link Monster, you can also use face-up ""The Weather"" cards in your Spell & Trap Zone as ""The Weather"" monsters for its Link Summon. During your Main Phase, you can: Immediately after this effect resolves, Normal Summon 1 ""The Weather"" monster from your hand. You can only activate 1 ""The Weather Forecast"" per turn."
84792926,Therion Discolosseum,field spell,"When this card is activated: You can add 1 ""Therion"" monster from your Deck to your hand. Once per turn, if your monster would be destroyed by battle, you can send 1 ""Therion"" card or 1 ""Endless Engine Argyro System"" from your Deck to the GY instead. Once per turn, when a monster is destroyed by battle and sent to the GY: You can target 1 ""Therion"" monster in your GY; add it to your hand. You can only activate 1 ""Therion Discolosseum"" per turn."
20216608,Tilted Try,field spell,"When you draw for your normal draw in your Draw Phase: You can reveal 1 of those cards; place it on the bottom of the Deck, and if you do, draw 1 card. When you draw by a card effect: You can reveal 1 of those cards; send this card to the GY, and if you do, place that card on the bottom of the Deck, and if you do that, draw 1 card."
43175858,Toon Kingdom,field spell,"When this card is activated: Banish 3 cards from the top of your Deck, face-down. This card's name becomes ""Toon World"" while in the Field Zone. Your opponent cannot target Toon monsters you control with card effects. If a Toon monster(s) you control would be destroyed by battle or card effect, you can banish 1 card from the top of your Deck, face-down, for each of those monster(s) instead."
12801833,Traptrip Garden,field spell,"During your Main Phase, you can Normal Summon 1 ""Traptrix"" monster, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) The first time each Insect or Plant monster you control would be destroyed by battle each turn, it is not destroyed. You can banish 1 monster you control; Special Summon 1 ""Traptrix"" monster from your hand or GY. You can only use this effect of ""Traptrip Garden"" once per turn."
69299029,Treasures of the Kings,field spell,"When this card is activated: You can Set 1 ""Apophis"" Trap from your Deck. This card's name becomes ""Temple of the Kings"" while in the Field Zone. Once per turn, if you have 2 or more Set cards on your field, or a Trap in your GY: You can add 1 monster that mentions ""Temple of the Kings"" from your Deck to your hand. You can only activate 1 ""Treasures of the Kings"" per turn."
45383307,Triamid Cruiser,field spell,"Each time a Rock-Type monster is Normal Summoned, gain 500 LP. If a ""Triamid"" monster is Normal Summoned: You can draw 1 card, then discard 1 card. If this face-up card in the Field Zone is sent to the Graveyard: You can add 1 ""Triamid"" monster from your Deck to your hand. You can only use this effect of ""Triamid Cruiser"" once per turn."
09989792,Triamid Fortress,field spell,"All Rock-Type monsters on the field gain 500 DEF. ""Triamid"" monsters on the field cannot be destroyed by card effects. If this face-up card in the Field Zone is sent to the Graveyard: You can target 1 ""Triamid"" monster in your Graveyard; add it to your hand. You can only use this effect of ""Triamid Fortress"" once per turn."
72772445,Triamid Kingolem,field spell,"All Rock-Type monsters on the field gain 500 ATK. If a ""Triamid"" monster you control battles, your opponent's cards and effects cannot be activated until the end of the Damage Step. If this face-up card in the Field Zone is sent to the Graveyard: You can Special Summon 1 ""Triamid"" monster from your hand. You can only use this effect of ""Triamid Kingolem"" once per turn."
63492244,Trickstar Light Arena,field spell,"If you Link Summon a ""Trickstar"" monster: You can target 1 ""Trickstar"" monster in your GY, that was used as material; Special Summon it in Defense Position, but negate its effects. You can only use this effect of ""Trickstar Light Arena"" once per turn. Once per turn: You can target 1 Set card in your opponent's Spell & Trap Zone; while this card is in the Field Zone, that Set card cannot be activated until the End Phase, and your opponent must activate it during the End Phase or else return it to the hand."
35371948,Trickstar Light Stage,field spell,"When this card is activated: You can add 1 ""Trickstar"" monster from your Deck to your hand. Once per turn: You can target 1 Set card in your opponent's Spell & Trap Zone; while this card is in the Field Zone, that Set card cannot be activated until the End Phase, and your opponent must activate it during the End Phase or else send it to the GY. Each time a ""Trickstar"" monster you control inflicts battle or effect damage to your opponent, inflict 200 damage to them."
51208046,Trickstar Live Stage,field spell,"When this card is activated: You can add 1 ""Trickstar"" monster from your GY to your hand. You can only use each of the following effects of ""Trickstar Live Stage"" once per turn, also you cannot Special Summon monsters the turn you activate these effects, except ""Trickstar"" monsters (even if this card leaves the field).<br><li>If you control a ""Trickstar"" Link Monster: You can Special Summon 1 ""Trickstar Token"" (Fairy/LIGHT/Level 1/ATK 0/DEF 0).<br><li>If your opponent controls a card in their Spell & Trap Zone: You can Special Summon 1 ""Trickstar Token""."
12931061,U.A. Hyper Stadium,field spell,"(This card is always treated as a ""F.A."" card.)<br>When this card is activated: You can add 1 ""U.A."" or ""F.A."" monster from your Deck to your hand, OR add 1 ""U.A. Stadium"" from your GY to your hand. You can reveal 1 Field Spell in your hand and pay 1000 LP; you can Normal Summon 1 ""U.A."" or ""F.A."" monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You can only activate 1 ""U.A. Hyper Stadium"" per turn."
19814508,U.A. Stadium,field spell,"If a ""U.A."" monster is Normal Summoned to your side of the field: You can add 1 ""U.A."" monster from your Deck to your hand. Once per turn, if a ""U.A."" monster(s) isSpecial Summoned to your side of the field: All monsters you currently control gain 500 ATK."
22702055,Umi,field spell,"Increase the ATK and DEF of all Fish, Sea Serpent, Thunder, and Aqua-Type monsters by 200 points. Also decrease the ATK and DEF of all Machine and Pyro-Type monsters by 200 points."
82999629,Umiiruka,field spell,Increase the ATK of all WATER monsters by 500 and decreases their DEF by 400 points.
66399653,Union Hangar,field spell,"When this card is activated: You can add 1 LIGHT Machine-Type Union monster from your Deck to your hand. Once per turn, if a LIGHT Machine-Type Union monster(s) is Normal or Special Summoned to your field (except during the Damage Step): You can target 1 of those monsters; equip 1 appropriate LIGHT Machine-Type Union monster with a different name, from your Deck to that monster, but the Union monster you equipped cannot be Special Summoned this turn. You can only activate 1 ""Union Hangar"" per turn."
89264428,Ursarctic Big Dipper,field spell,"Once per turn, if your ""Ursarctic"" monster would Tribute a monster(s) to activate its effect, you can banish 1 Level 7 or higher ""Ursarctic"" monster from your GY instead. Each time a monster(s) is Special Summoned, place 1 counter on this card. Once per turn, if a monster(s) is Special Summoned and an ""Ursarctic"" Synchro Monster is on the field (except during the Damage Step): You can remove all counters from this card (min. 7), then target 1 monster your opponent controls; take control of it."
39210885,"Vaalmonica, the Agathokakological Voice",field spell,"When this card is activated: You can add 1 ""Vaalmonica"" monster from your Deck to your hand. If a card in your Pendulum Zone has a 3rd Resonance Counter placed on it: You can target 1 monster your opponent controls; take control of it until the End Phase, but it cannot declare an attack. You can only use this effect of ""Vaalmonica, the Agathokakological Voice"" once per turn. You can only activate 1 ""Vaalmonica, the Agathokakological Voice"" per turn."
